scenario_id,source_video,scenario_file,odd_main_category,odd_events,num_odd_events,ego_avg_speed,ego_max_speed,ttc_min,ttc_mean,dto_min_vehicle,dto_min_pedestrian,collision_occurred,num_collision_agents,num_pedestrians,collision_time,collision_type,traffic_density,traffic_density_value,avg_num_vehicles,probability_of_collision,risk_ttc,risk_dto,illumination,visibility,precipitation_visible
scenario_0235__intersection__v1,video_112.mp4,/scenarios/scenario_0235.json,on_road_following,['stop'],1,27.91,39.08,0.59,6.03,1.39,17.79,True,1,0,0:00:57,pedestrian,medium,6.77,6.77,0.7698,0.883,0.972,night,good,False
scenario_0236__on_road_following__v3,video_115.mp4,/scenarios/scenario_0236.json,on_road_following,['interaction_present'],1,70.25,79.61,8.45,10.61,9.86,17.02,False,0,0,,none,high,11.27,11.27,0.4259,0.0,0.803,day,good,False
scenario_0237__intersection__v2,video_6.mp4,/scenarios/scenario_0237.json,roundabout,['none'],0,35.33,57.02,10.49,15.87,11.19,19.65,False,0,0,,none,high,8.94,8.94,0.3928,0.0,0.776,night,poor,False
scenario_0238__lane_change__v3,video_121.mp4,/scenarios/scenario_0238.json,on_road_following,['interaction_present'],1,35.95,76.6,4.98,8.46,5.82,9.0,False,0,0,,none,high,12.91,12.91,0.4514,0.003,0.884,night,moderate,True
scenario_0239__lane_change__v2,video_135.mp4,/scenarios/scenario_0239.json,roundabout,['interaction_present'],1,49.74,61.1,4.68,9.16,7.74,18.86,False,0,0,,none,medium,5.75,5.75,0.4037,0.063,0.845,day,moderate,False
scenario_0240__lane_change__v4,video_134.mp4,/scenarios/scenario_0240.json,lane_change,['none'],0,40.4,54.65,7.18,10.93,12.02,20.95,False,0,1,,none,low,1.28,1.28,0.268,0.0,0.76,night,poor,False
scenario_0241__on_road_following__v2,video_22.mp4,/scenarios/scenario_0241.json,lane_change,['none'],0,37.58,63.1,10.33,11.86,4.36,21.54,False,0,0,,none,high,11.93,11.93,0.4339,0.0,0.913,dusk_dawn,moderate,False
scenario_0242__intersection__v3,video_87.mp4,/scenarios/scenario_0242.json,lane_change,['interaction_present'],1,56.64,94.01,12.55,15.64,3.06,18.03,False,0,0,,none,high,8.34,8.34,0.4667,0.0,0.939,day,poor,True
scenario_0243__lane_change__v4,video_87.mp4,/scenarios/scenario_0243.json,on_road_following,['interaction_present'],1,69.6,82.91,6.22,9.82,18.23,11.44,False,0,0,,none,high,8.12,8.12,0.3755,0.0,0.635,day,poor,False
scenario_0244__on_road_following__v3,video_4.mp4,/scenarios/scenario_0244.json,roundabout,['none'],0,67.77,79.48,13.86,16.61,16.87,5.13,False,0,1,,none,high,12.47,12.47,0.3589,0.0,0.663,day,moderate,False
scenario_0245__on_road_following__v3,video_127.mp4,/scenarios/scenario_0245.json,intersection,['none'],0,50.43,73.73,11.29,16.0,2.87,25.98,False,0,0,,none,low,2.74,2.74,0.3228999999999999,0.0,0.943,dusk_dawn,moderate,False
scenario_0246__intersection__v2,video_138.mp4,/scenarios/scenario_0246.json,lane_change,['interaction_present'],1,74.58,95.79,5.09,8.53,11.04,9.53,False,0,0,,none,low,1.15,1.15,0.2987,0.0,0.779,night,moderate,False
scenario_0247__on_road_following__v1,video_35.mp4,/scenarios/scenario_0247.json,lane_change,['cut_in:right'],1,51.21,88.81,1.21,6.85,1.39,23.79,True,1,0,0:02:28,rear_end,low,1.57,1.57,0.6598,0.758,0.972,day,moderate,False
scenario_0248__roundabout__v3,video_112.mp4,/scenarios/scenario_0248.json,lane_change,['none'],0,22.66,33.2,7.39,10.51,12.12,10.03,False,0,3,,none,high,11.46,11.46,0.3874,0.0,0.758,day,good,False
scenario_0249__on_road_following__v3,video_23.mp4,/scenarios/scenario_0249.json,on_road_following,['none'],0,34.43,49.99,10.6,15.76,12.66,21.84,False,0,0,,none,medium,5.78,5.78,0.3241,0.0,0.747,night,good,True
scenario_0250__lane_change__v1,video_140.mp4,/scenarios/scenario_0250.json,lane_change,['none'],0,21.81,52.94,13.96,18.8,12.33,22.5,False,0,0,,none,high,9.43,9.43,0.3859,0.0,0.753,day,moderate,False
scenario_0251__roundabout__v4,video_9.mp4,/scenarios/scenario_0251.json,roundabout,['none'],0,37.61,69.8,3.59,8.62,12.85,23.69,False,0,0,,none,medium,7.73,7.73,0.4357,0.282,0.743,night,moderate,False
scenario_0252__on_road_following__v2,video_108.mp4,/scenarios/scenario_0252.json,on_road_following,['interaction_present'],1,70.26,112.0,4.0,7.32,11.04,6.18,False,0,0,,none,low,3.76,3.76,0.3783000000000001,0.199,0.779,dusk_dawn,poor,False
scenario_0253__intersection__v3,video_61.mp4,/scenarios/scenario_0253.json,on_road_following,"['stop', 'pedestrian_near_ego_lane', 'crossing_vehicle']",3,35.13,56.51,1.29,3.99,1.49,18.85,True,2,0,0:01:21,pedestrian,low,2.08,2.08,0.7023999999999999,0.741,0.97,day,poor,True
scenario_0254__lane_change__v3,video_38.mp4,/scenarios/scenario_0254.json,roundabout,['none'],0,47.7,71.87,6.45,7.95,12.74,20.11,False,0,0,,none,medium,4.62,4.62,0.3235,0.0,0.745,night,moderate,False
scenario_0255__intersection__v3,video_133.mp4,/scenarios/scenario_0255.json,on_road_following,['none'],0,55.09,94.71,3.28,5.61,11.04,29.83,False,0,0,,none,low,3.69,3.69,0.4113,0.344,0.779,dusk_dawn,good,False
scenario_0256__lane_change__v4,video_16.mp4,/scenarios/scenario_0256.json,intersection,['none'],0,53.89,74.93,11.19,14.2,15.78,9.2,False,0,0,,none,medium,6.91,6.91,0.3052,0.0,0.684,night,poor,False
scenario_0257__on_road_following__v3,video_116.mp4,/scenarios/scenario_0257.json,lane_change,['none'],0,54.03,60.07,12.76,13.84,4.29,6.15,False,0,0,,none,high,10.1,10.1,0.4342,0.0,0.914,night,moderate,False
scenario_0258__on_road_following__v2,video_134.mp4,/scenarios/scenario_0258.json,roundabout,['interaction_present'],1,38.12,82.09,10.43,14.92,10.27,29.95,False,0,1,,none,high,9.11,9.11,0.4235,0.0,0.795,dusk_dawn,poor,False
scenario_0259__intersection__v3,video_129.mp4,/scenarios/scenario_0259.json,on_road_following,"['stop', 'pedestrian_near_ego_lane', 'cut_in:left']",3,59.11,64.42,0.6,2.73,1.59,18.5,True,1,0,0:01:45,pedestrian,high,8.17,8.17,0.877,0.879,0.968,dusk_dawn,moderate,False
scenario_0260__intersection__v3,video_24.mp4,/scenarios/scenario_0260.json,roundabout,['none'],0,41.86,64.99,13.26,17.19,19.07,17.51,False,0,0,,none,low,0.55,0.55,0.2257,0.0,0.619,dusk_dawn,good,False
scenario_0261__intersection__v3,video_68.mp4,/scenarios/scenario_0261.json,lane_change,['none'],0,23.38,56.64,12.68,16.39,19.56,5.98,False,0,0,,none,medium,7.43,7.43,0.2827,0.0,0.609,day,poor,False
scenario_0262__on_road_following__v2,video_130.mp4,/scenarios/scenario_0262.json,intersection,['none'],0,37.13,56.11,7.29,12.06,8.65,28.44,False,0,0,,none,high,12.76,12.76,0.4081,0.0,0.827,day,good,False
scenario_0263__roundabout__v2,video_22.mp4,/scenarios/scenario_0263.json,roundabout,['interaction_present'],1,45.28,61.57,7.6,10.68,15.88,16.83,False,0,0,,none,medium,7.28,7.28,0.3296,0.0,0.682,day,moderate,False
scenario_0264__intersection__v2,video_124.mp4,/scenarios/scenario_0264.json,lane_change,['none'],0,35.16,45.97,4.01,8.03,8.56,9.78,False,0,0,,none,high,9.64,9.64,0.4875,0.197,0.829,dusk_dawn,moderate,False
scenario_0265__on_road_following__v3,video_125.mp4,/scenarios/scenario_0265.json,roundabout,"['cut_in:left', 'cut_in:right', 'pedestrian_near_ego_lane']",3,51.09,81.25,1.81,6.42,0.29,8.03,True,1,0,0:01:22,side_impact,low,2.01,2.01,0.6684000000000001,0.638,0.994,day,poor,False
scenario_0266__intersection__v1,video_127.mp4,/scenarios/scenario_0266.json,roundabout,['none'],0,67.53,102.76,4.5,6.4,11.93,15.79,False,0,0,,none,medium,5.37,5.37,0.3682999999999999,0.1,0.761,dusk_dawn,poor,False
scenario_0267__on_road_following__v1,video_93.mp4,/scenarios/scenario_0267.json,lane_change,['none'],0,56.48,61.72,3.96,6.7,19.0,11.75,False,0,0,,none,medium,5.37,5.37,0.3692,0.208,0.62,night,poor,True
scenario_0268__lane_change__v3,video_92.mp4,/scenarios/scenario_0268.json,intersection,['interaction_present'],1,36.23,80.45,4.72,6.74,10.71,6.69,False,0,0,,none,medium,7.58,7.58,0.3832,0.056,0.786,night,moderate,False
scenario_0269__intersection__v2,video_98.mp4,/scenarios/scenario_0269.json,on_road_following,['none'],0,20.07,26.7,6.66,12.4,13.12,20.3,False,0,0,,none,low,3.28,3.28,0.2613999999999999,0.0,0.738,night,moderate,False
scenario_0270__roundabout__v2,video_97.mp4,/scenarios/scenario_0270.json,roundabout,['interaction_present'],1,35.38,59.75,13.17,14.9,14.24,26.68,False,0,0,,none,low,1.7,1.7,0.2795,0.0,0.715,day,moderate,False
scenario_0271__on_road_following__v3,video_129.mp4,/scenarios/scenario_0271.json,roundabout,['none'],0,32.67,40.97,5.9,8.26,9.18,28.85,False,0,0,,none,low,1.89,1.89,0.2847999999999999,0.0,0.816,day,moderate,False
scenario_0272__on_road_following__v4,video_77.mp4,/scenarios/scenario_0272.json,on_road_following,['none'],0,35.14,77.69,9.47,10.97,3.73,23.92,False,0,0,,none,low,2.38,2.38,0.3175,0.0,0.925,night,poor,True
scenario_0273__roundabout__v2,video_115.mp4,/scenarios/scenario_0273.json,roundabout,"['crossing_vehicle', 'pedestrian_near_ego_lane', 'interaction_present']",3,65.74,87.15,1.99,7.7,0.55,0.35,True,1,1,0:01:40,side_impact,high,10.08,10.08,0.7725,0.602,0.989,dusk_dawn,poor,False
scenario_0274__roundabout__v2,video_117.mp4,/scenarios/scenario_0274.json,roundabout,['interaction_present'],1,31.28,67.26,4.48,6.31,13.03,22.62,False,0,0,,none,medium,5.22,5.22,0.3883,0.104,0.739,night,good,False
scenario_0275__intersection__v1,video_6.mp4,/scenarios/scenario_0275.json,lane_change,['none'],0,72.63,99.69,7.12,11.22,7.96,6.37,False,0,0,,none,high,12.85,12.85,0.4123,0.0,0.841,dusk_dawn,moderate,False
scenario_0276__intersection__v4,video_137.mp4,/scenarios/scenario_0276.json,on_road_following,['none'],0,34.36,71.79,4.44,8.5,19.79,10.55,False,0,0,,none,low,0.5,0.5,0.266,0.112,0.604,night,poor,False
scenario_0277__intersection__v3,video_95.mp4,/scenarios/scenario_0277.json,intersection,['none'],0,40.18,67.95,9.21,11.13,3.91,24.99,False,0,0,,none,high,11.49,11.49,0.4366,0.0,0.922,dusk_dawn,good,False
scenario_0278__lane_change__v3,video_4.mp4,/scenarios/scenario_0278.json,roundabout,['none'],0,70.26,95.97,11.84,17.13,18.6,13.5,False,0,0,,none,high,8.53,8.53,0.3484,0.0,0.628,dusk_dawn,moderate,False
scenario_0279__intersection__v1,video_65.mp4,/scenarios/scenario_0279.json,roundabout,['none'],0,60.45,71.1,9.15,11.34,15.66,7.63,False,0,0,,none,high,8.96,8.96,0.3661,0.0,0.687,day,moderate,False
scenario_0280__roundabout__v4,video_12.mp4,/scenarios/scenario_0280.json,on_road_following,['none'],0,47.8,54.16,13.81,17.89,3.06,14.46,False,0,0,,none,low,2.33,2.33,0.3217,0.0,0.939,night,poor,True
scenario_0281__intersection__v2,video_12.mp4,/scenarios/scenario_0281.json,roundabout,"['stop', 'cut_in:right']",2,20.98,30.5,2.19,7.65,1.73,16.95,True,1,0,0:02:05,pedestrian,high,12.92,12.92,0.7239000000000001,0.561,0.965,day,poor,False
scenario_0282__intersection__v3,video_128.mp4,/scenarios/scenario_0282.json,lane_change,['none'],0,35.54,74.65,7.38,9.92,18.19,14.09,False,0,0,,none,high,11.35,11.35,0.3508,0.0,0.636,day,moderate,False
scenario_0283__on_road_following__v1,video_114.mp4,/scenarios/scenario_0283.json,roundabout,"['cut_in:left', 'cut_in:right', 'interaction_present']",3,61.32,87.4,2.5,6.11,0.21,2.05,True,1,0,0:00:54,rear_end,medium,7.14,7.14,0.6738,0.5,0.996,dusk_dawn,good,False
scenario_0284__lane_change__v4,video_115.mp4,/scenarios/scenario_0284.json,on_road_following,['none'],0,68.39,99.31,12.44,17.7,19.21,25.13,False,0,0,,none,high,10.4,10.4,0.3448,0.0,0.616,day,poor,False
scenario_0285__lane_change__v4,video_133.mp4,/scenarios/scenario_0285.json,roundabout,"['crossing_vehicle', 'cut_in:right', 'stop']",3,20.08,26.63,2.18,6.84,1.24,25.94,True,1,0,0:01:59,rear_end,high,10.34,10.34,0.7531000000000001,0.564,0.975,night,good,False
scenario_0286__intersection__v2,video_62.mp4,/scenarios/scenario_0286.json,on_road_following,['none'],0,45.55,68.16,11.57,12.58,3.96,16.96,False,0,0,,none,low,2.19,2.19,0.3163,0.0,0.921,day,good,False
scenario_0287__on_road_following__v4,video_7.mp4,/scenarios/scenario_0287.json,on_road_following,['none'],0,39.47,48.63,10.33,12.29,10.56,5.79,False,0,0,,none,low,2.55,2.55,0.2767,0.0,0.789,night,poor,False
scenario_0288__roundabout__v1,video_11.mp4,/scenarios/scenario_0288.json,intersection,['none'],0,74.3,110.82,7.73,9.35,6.38,27.09,False,0,1,,none,medium,7.99,7.99,0.3616,0.0,0.872,dusk_dawn,moderate,False
scenario_0289__roundabout__v2,video_78.mp4,/scenarios/scenario_0289.json,on_road_following,['interaction_present'],1,33.01,52.21,13.5,16.8,14.33,29.9,False,0,0,,none,high,9.39,9.39,0.3989,0.0,0.713,night,poor,False
scenario_0290__roundabout__v2,video_132.mp4,/scenarios/scenario_0290.json,on_road_following,['none'],0,38.36,47.52,12.81,16.0,15.54,11.14,False,0,0,,none,medium,6.25,6.25,0.3067,0.0,0.689,dusk_dawn,moderate,False
scenario_0291__intersection__v4,video_58.mp4,/scenarios/scenario_0291.json,lane_change,['none'],0,24.6,67.7,11.89,13.72,5.73,24.12,False,0,0,,none,high,11.44,11.44,0.4255,0.0,0.885,day,poor,False
scenario_0292__lane_change__v4,video_49.mp4,/scenarios/scenario_0292.json,lane_change,['none'],0,58.32,74.64,9.77,13.0,19.8,26.42,False,0,0,,none,medium,6.73,6.73,0.2812,0.0,0.604,day,moderate,True
scenario_0293__on_road_following__v3,video_36.mp4,/scenarios/scenario_0293.json,lane_change,['none'],0,46.42,64.56,7.05,12.07,8.88,16.01,False,0,0,,none,high,11.9,11.9,0.4066,0.0,0.822,dusk_dawn,poor,False
scenario_0294__on_road_following__v2,video_32.mp4,/scenarios/scenario_0294.json,lane_change,"['interaction_present', 'crossing_vehicle', 'cut_in:left']",3,42.07,80.27,0.82,3.76,1.46,15.84,True,2,0,0:00:18,side_impact,medium,6.72,6.72,0.8010999999999999,0.837,0.971,dusk_dawn,poor,False
scenario_0295__on_road_following__v4,video_134.mp4,/scenarios/scenario_0295.json,roundabout,['none'],0,53.6,62.08,11.16,14.8,12.69,27.34,False,0,0,,none,low,3.89,3.89,0.2638,0.0,0.746,night,moderate,False
scenario_0296__intersection__v4,video_13.mp4,/scenarios/scenario_0296.json,on_road_following,"['cut_in:right', 'cut_in:left']",2,59.8,104.59,1.6,3.65,1.13,21.7,True,1,0,0:01:53,pedestrian,low,2.83,2.83,0.6547000000000001,0.679,0.977,day,poor,True
scenario_0297__roundabout__v1,video_53.mp4,/scenarios/scenario_0297.json,lane_change,['none'],0,29.18,35.27,9.06,14.13,17.48,21.58,False,0,2,,none,high,10.09,10.09,0.355,0.0,0.65,day,moderate,False
scenario_0298__intersection__v4,video_36.mp4,/scenarios/scenario_0298.json,on_road_following,['none'],0,48.73,83.83,13.17,15.77,17.83,18.99,False,0,0,,none,medium,5.83,5.83,0.2929,0.0,0.643,day,good,False
scenario_0299__roundabout__v1,video_26.mp4,/scenarios/scenario_0299.json,intersection,['none'],0,46.58,75.46,11.32,15.0,18.16,27.88,False,0,0,,none,high,10.69,10.69,0.3511,0.0,0.637,day,moderate,False
scenario_0300__lane_change__v2,video_104.mp4,/scenarios/scenario_0300.json,on_road_following,['none'],0,33.52,52.55,11.81,13.97,13.01,26.72,False,0,0,,none,high,8.41,8.41,0.382,0.0,0.74,day,good,False
scenario_0301__on_road_following__v4,video_24.mp4,/scenarios/scenario_0301.json,intersection,['interaction_present'],1,73.61,108.83,8.99,10.86,18.27,21.25,False,0,0,,none,high,13.14,13.14,0.3755,0.0,0.635,dusk_dawn,good,False
scenario_0302__roundabout__v4,video_53.mp4,/scenarios/scenario_0302.json,intersection,['none'],0,64.98,76.12,13.63,17.47,7.77,7.52,False,0,0,,none,high,11.26,11.26,0.4135,0.0,0.845,day,moderate,True
scenario_0303__roundabout__v2,video_23.mp4,/scenarios/scenario_0303.json,on_road_following,"['stop', 'cut_in:right', 'crossing_vehicle']",3,36.84,78.66,2.67,7.88,0.41,11.16,True,2,0,0:01:30,side_impact,low,3.27,3.27,0.5986,0.465,0.992,night,poor,False
scenario_0304__lane_change__v3,video_59.mp4,/scenarios/scenario_0304.json,on_road_following,['crossing_vehicle'],1,49.05,67.93,1.34,3.89,0.79,5.35,True,2,0,0:01:41,rear_end,high,11.94,11.94,0.773,0.732,0.984,dusk_dawn,good,False
scenario_0305__on_road_following__v2,video_74.mp4,/scenarios/scenario_0305.json,intersection,['none'],0,39.84,72.59,10.59,13.76,5.58,6.59,False,0,0,,none,medium,7.05,7.05,0.3663999999999999,0.0,0.888,day,poor,False
scenario_0306__on_road_following__v3,video_108.mp4,/scenarios/scenario_0306.json,roundabout,['none'],0,61.94,84.39,7.32,11.59,8.43,23.56,False,0,0,,none,high,11.3,11.3,0.4093,0.0,0.831,night,poor,False
scenario_0307__intersection__v4,video_9.mp4,/scenarios/scenario_0307.json,roundabout,['none'],0,70.34,87.8,13.36,16.87,8.28,11.24,False,0,0,,none,low,3.6,3.6,0.2902,0.0,0.834,night,moderate,False
scenario_0308__on_road_following__v3,video_130.mp4,/scenarios/scenario_0308.json,on_road_following,['none'],0,53.4,84.26,7.43,10.39,17.92,11.18,False,0,0,,none,high,10.19,10.19,0.3526,0.0,0.642,dusk_dawn,moderate,False
scenario_0309__on_road_following__v4,video_48.mp4,/scenarios/scenario_0309.json,roundabout,['none'],0,40.42,77.92,11.64,13.09,19.14,19.91,False,0,0,,none,medium,5.97,5.97,0.2851,0.0,0.617,night,good,False
scenario_0310__intersection__v4,video_19.mp4,/scenarios/scenario_0310.json,intersection,['none'],0,34.19,58.69,7.4,9.88,12.98,13.51,False,0,0,,none,high,11.24,11.24,0.382,0.0,0.74,day,poor,False
scenario_0311__roundabout__v4,video_124.mp4,/scenarios/scenario_0311.json,roundabout,"['cut_in:right', 'cut_in:left']",2,51.88,76.02,0.96,2.06,0.75,13.23,True,1,0,0:02:17,pedestrian,medium,4.65,4.65,0.7687,0.808,0.985,dusk_dawn,poor,False
scenario_0312__intersection__v4,video_7.mp4,/scenarios/scenario_0312.json,roundabout,"['stop', 'pedestrian_near_ego_lane', 'cut_in:right']",3,47.42,74.73,2.19,7.7,0.76,23.32,True,1,0,0:01:06,pedestrian,high,9.45,9.45,0.7553000000000001,0.562,0.985,day,poor,False
scenario_0313__intersection__v2,video_94.mp4,/scenarios/scenario_0313.json,intersection,['none'],0,22.65,30.9,12.3,15.22,3.09,10.58,False,0,0,,none,medium,4.12,4.12,0.3813999999999999,0.0,0.938,day,good,True
scenario_0314__on_road_following__v3,video_32.mp4,/scenarios/scenario_0314.json,on_road_following,"['interaction_present', 'cut_in:left']",2,56.44,85.78,1.33,3.12,0.96,0.57,True,2,0,0:02:10,side_impact,high,12.25,12.25,0.7983000000000001,0.735,0.981,day,moderate,False
scenario_0315__roundabout__v2,video_65.mp4,/scenarios/scenario_0315.json,lane_change,"['cut_in:left', 'stop']",2,32.19,50.44,0.85,5.6,1.58,13.81,True,2,0,0:01:08,rear_end,medium,5.78,5.78,0.7724000000000001,0.83,0.968,dusk_dawn,moderate,False
scenario_0316__on_road_following__v1,video_85.mp4,/scenarios/scenario_0316.json,roundabout,['none'],0,59.37,100.33,5.9,11.01,3.68,28.13,False,0,0,,none,high,12.75,12.75,0.4378,0.0,0.926,dusk_dawn,poor,False
scenario_0317__roundabout__v4,video_61.mp4,/scenarios/scenario_0317.json,on_road_following,['none'],0,60.08,95.26,6.87,9.63,16.44,23.18,False,0,0,,none,high,8.35,8.35,0.3613,0.0,0.671,day,good,False
scenario_0318__on_road_following__v4,video_100.mp4,/scenarios/scenario_0318.json,roundabout,['none'],0,29.02,64.63,8.91,14.1,13.75,6.99,False,0,0,,none,medium,6.48,6.48,0.3175,0.0,0.725,dusk_dawn,good,True
scenario_0319__intersection__v4,video_1.mp4,/scenarios/scenario_0319.json,lane_change,['none'],0,41.74,64.03,8.29,11.54,10.95,16.33,False,0,0,,none,medium,5.96,5.96,0.3343,0.0,0.781,day,good,False
scenario_0320__on_road_following__v4,video_34.mp4,/scenarios/scenario_0320.json,on_road_following,['none'],0,55.42,98.17,3.17,5.56,2.73,24.84,False,0,0,,none,medium,7.45,7.45,0.5298999999999999,0.366,0.945,day,poor,False
scenario_0321__roundabout__v4,video_44.mp4,/scenarios/scenario_0321.json,lane_change,"['stop', 'crossing_vehicle']",2,35.6,66.19,1.16,3.19,0.63,7.17,True,2,0,0:01:39,side_impact,medium,6.76,6.76,0.7537,0.769,0.987,day,good,False
scenario_0322__on_road_following__v4,video_69.mp4,/scenarios/scenario_0322.json,on_road_following,['none'],0,33.07,65.71,6.82,7.84,7.31,17.38,False,0,1,,none,medium,4.4,4.4,0.3561999999999999,0.0,0.854,dusk_dawn,poor,False
scenario_0323__intersection__v3,video_80.mp4,/scenarios/scenario_0323.json,roundabout,['none'],0,43.0,76.18,11.84,17.17,9.61,14.96,False,0,0,,none,low,1.5,1.5,0.2824,0.0,0.808,day,poor,False
scenario_0324__intersection__v3,video_73.mp4,/scenarios/scenario_0324.json,intersection,['none'],0,18.64,39.24,10.1,15.4,13.12,16.18,False,0,0,,none,high,12.29,12.29,0.3814,0.0,0.738,night,good,False
scenario_0325__lane_change__v1,video_109.mp4,/scenarios/scenario_0325.json,on_road_following,['none'],0,65.22,85.97,11.62,14.89,9.17,7.0,False,0,0,,none,medium,6.24,6.24,0.3450999999999999,0.0,0.817,day,good,True
scenario_0326__on_road_following__v2,video_17.mp4,/scenarios/scenario_0326.json,lane_change,['none'],0,31.43,42.39,8.84,13.23,7.53,12.36,False,0,0,,none,high,12.68,12.68,0.4147,0.0,0.849,dusk_dawn,good,False
scenario_0327__lane_change__v4,video_137.mp4,/scenarios/scenario_0327.json,roundabout,['none'],0,49.13,88.75,11.24,13.48,6.54,14.93,False,0,0,,none,medium,4.08,4.08,0.3607,0.0,0.869,day,good,False
scenario_0328__on_road_following__v4,video_11.mp4,/scenarios/scenario_0328.json,roundabout,['none'],0,46.02,87.66,9.9,14.43,3.48,29.79,False,0,0,,none,high,8.07,8.07,0.439,0.0,0.93,dusk_dawn,good,False
scenario_0329__intersection__v1,video_40.mp4,/scenarios/scenario_0329.json,on_road_following,['interaction_present'],1,43.07,74.92,6.27,9.46,17.31,17.72,False,0,0,,none,high,12.13,12.13,0.3812000000000001,0.0,0.654,dusk_dawn,good,False
scenario_0330__lane_change__v4,video_99.mp4,/scenarios/scenario_0330.json,roundabout,['none'],0,28.56,60.77,3.86,7.78,3.2,28.71,False,0,0,,none,medium,7.23,7.23,0.472,0.228,0.936,dusk_dawn,good,False
scenario_0331__lane_change__v4,video_27.mp4,/scenarios/scenario_0331.json,on_road_following,['none'],0,29.03,64.49,7.58,13.19,13.27,26.0,False,0,0,,none,medium,5.93,5.93,0.3205,0.0,0.735,day,good,False
scenario_0332__intersection__v2,video_78.mp4,/scenarios/scenario_0332.json,roundabout,['none'],0,34.9,58.15,4.53,6.16,3.92,18.84,False,0,0,,none,high,10.71,10.71,0.4742,0.094,0.922,dusk_dawn,moderate,False
scenario_0333__roundabout__v3,video_106.mp4,/scenarios/scenario_0333.json,intersection,['none'],0,67.29,101.96,12.75,14.58,11.08,6.92,False,0,0,,none,high,11.15,11.15,0.3934,0.0,0.778,dusk_dawn,poor,True
scenario_0334__on_road_following__v1,video_37.mp4,/scenarios/scenario_0334.json,on_road_following,['none'],0,59.05,92.64,4.81,7.49,9.37,7.85,False,0,0,,none,medium,5.7,5.7,0.3587,0.037,0.813,night,poor,True
scenario_0335__intersection__v4,video_8.mp4,/scenarios/scenario_0335.json,roundabout,['cut_in:right'],1,18.66,56.24,1.67,5.0,1.28,27.04,True,1,0,0:02:49,side_impact,low,2.06,2.06,0.624,0.667,0.974,night,moderate,True
scenario_0336__roundabout__v3,video_51.mp4,/scenarios/scenario_0336.json,intersection,['none'],0,71.82,103.85,11.92,14.88,10.71,8.79,False,0,0,,none,high,10.52,10.52,0.3958,0.0,0.786,day,moderate,False
scenario_0337__on_road_following__v1,video_126.mp4,/scenarios/scenario_0337.json,roundabout,"['pedestrian_near_ego_lane', 'stop']",2,65.76,87.71,2.49,7.34,1.56,22.84,True,2,0,0:00:45,side_impact,medium,4.8,4.8,0.6411,0.501,0.969,dusk_dawn,good,True
scenario_0338__on_road_following__v1,video_60.mp4,/scenarios/scenario_0338.json,lane_change,['none'],0,46.15,51.92,3.09,7.52,3.81,17.39,False,0,0,,none,high,10.2,10.2,0.5904,0.383,0.924,day,poor,False
scenario_0339__on_road_following__v4,video_135.mp4,/scenarios/scenario_0339.json,intersection,['none'],0,51.9,66.17,11.2,13.69,6.94,14.89,False,0,0,,none,low,1.77,1.77,0.2983,0.0,0.861,dusk_dawn,poor,False
scenario_0340__lane_change__v3,video_81.mp4,/scenarios/scenario_0340.json,lane_change,['none'],0,59.54,65.56,13.58,15.27,14.91,26.71,False,0,0,,none,high,13.93,13.93,0.3706,0.0,0.702,dusk_dawn,moderate,False
scenario_0341__roundabout__v4,video_46.mp4,/scenarios/scenario_0341.json,intersection,['none'],0,24.92,69.47,3.63,6.24,13.88,28.9,False,0,0,,none,medium,6.42,6.42,0.4262,0.274,0.722,day,poor,True
scenario_0342__on_road_following__v2,video_95.mp4,/scenarios/scenario_0342.json,on_road_following,['none'],0,38.43,62.96,13.16,18.04,6.38,26.03,False,0,0,,none,high,10.59,10.59,0.4216,0.0,0.872,day,good,False
scenario_0343__intersection__v4,video_46.mp4,/scenarios/scenario_0343.json,intersection,['interaction_present'],1,59.28,87.23,13.21,18.19,13.73,28.33,False,0,0,,none,high,8.06,8.06,0.4025000000000001,0.0,0.725,dusk_dawn,poor,False
scenario_0344__intersection__v4,video_129.mp4,/scenarios/scenario_0344.json,on_road_following,['none'],0,70.23,114.09,3.4,7.46,5.88,26.1,False,0,0,,none,high,10.63,10.63,0.5526,0.32,0.882,night,good,False
scenario_0345__roundabout__v3,video_130.mp4,/scenarios/scenario_0345.json,lane_change,['none'],0,30.18,59.12,7.55,12.56,10.66,16.62,False,0,0,,none,medium,7.25,7.25,0.3361,0.0,0.787,day,good,False
scenario_0346__lane_change__v4,video_102.mp4,/scenarios/scenario_0346.json,roundabout,['none'],0,52.02,62.01,5.62,11.36,5.95,19.95,False,0,0,,none,medium,6.08,6.08,0.3642999999999999,0.0,0.881,day,poor,True
scenario_0347__lane_change__v4,video_23.mp4,/scenarios/scenario_0347.json,roundabout,['none'],0,31.84,45.13,3.24,8.24,5.99,21.45,False,0,0,,none,low,1.77,1.77,0.4444,0.351,0.88,night,moderate,False
scenario_0348__on_road_following__v1,video_10.mp4,/scenarios/scenario_0348.json,roundabout,['none'],0,58.82,96.17,12.37,18.36,7.2,18.57,False,0,0,,none,low,2.56,2.56,0.2967999999999999,0.0,0.856,night,moderate,True
